no,troncon_associe,nom,type,description,cours_eau,superficie,latitude,longitude,regime,etat,lien_historique,lien_suivi_hydro,prev_hydrologique,prev_hydraulique,debut,fin,combinaison
"081001","-","Lac Nemiscau","Niveau","au poste de la compagnie de la Baie d'Hudson","Nemiscau, Lac",40900.0,51.3145412859,-76.9091205108,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=081001","S.O.","S.O.","S.O.",1949,1982,""
"081002","-","Rupert","Débit","à 11,4 km en aval du lac Nemiscau","Rupert, Rivière",40900.0,51.4487095371,-76.8660622597,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=081002","S.O.","S.O.","S.O.",1963,2006,""
"081003","-","Lac Mistassini","Niveau","au poste de la compagnie de la Baie d'Hudson","Mistassini, Lac",18100.0,50.4111849422,-73.8745541128,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=081003","S.O.","S.O.","S.O.",1949,1982,""
"081006","-","Témiscamie","Débit","à 26,2 km du lac Albanel","Témiscamie, Rivière",7280.0,51.0834104369,-72.8772821098,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=081006","S.O.","S.O.","S.O.",1968,1993,""
"081007","-","Rupert","Débit","sur le chenal Chipastouc à la sortie du lac Mistassini","Rupert, Rivière",18100.0,51.0420296508,-73.8098157124,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=081007","S.O.","S.O.","S.O.",1965,1993,""
"081008","-","À la Marte","Débit","à 5,5 km de la rivière Rupert","Marte, Rivière à la",4490.0,51.3175961253,-76.3388179081,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=081008","S.O.","S.O.","S.O.",1979,1988,""
"093801","-","Grande rivière de la Baleine","Débit et Niveau","à 30,6 km en amont de la rivière Denys","Baleine, Grande rivière de la",32469.0,55.2378888889,-76.9847777778,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=093801","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=093801","S.O.","S.O.",1961,"",""
"089901","-","La Sarre","Niveau","au pont du C.N. près de La Sarre","La Sarre, Rivière",0.0,48.8064842651,-79.2261785688,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=089901","S.O.","S.O.","S.O.",1926,1973,""
"089902","-","Lac Abitibi","Niveau","à Mancebourg","Abitibi, Lac",1840.0,48.7492811558,-79.2290393338,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=089902","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=089902","S.O.","S.O.",1946,"",""
"089903","-","Lac Macamic","Niveau","à Macamic","Macamic, Lac",1195.0,48.7766698322,-79.0114533647,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=089903","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=089903","S.O.","S.O.",1941,"",""
"089905","-","Lac Robertson","Niveau","au lac Robertson","Robertson, Lac",0.0,48.6600940894,-78.6792109844,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=089905","S.O.","S.O.","S.O.",1970,1972,""
"089906","-","Lac Taschereau","Niveau","au lac Taschereau","Taschereau, Lac",0.0,48.6637052327,-78.6831000022,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=089906","S.O.","S.O.","S.O.",1970,1974,""
"089907","LABI00175","Bellefeuille","Débit","au pont de la route 111","Bellefeuille, Rivière",222.0,48.7440888889,-78.8618444444,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=089907","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=089907","S.O.","S.O.",2010,"",""
"090601","-","Eastmain","Débit","à la tête de la Gorge de Basile","Eastmain, Rivière",44300.0,52.2456627067,-78.0722230075,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=090601","S.O.","S.O.","S.O.",1958,1980,""
"090602","-","Eastmain","Débit","à 7,2 km en aval de la rivière à l'Eau Claire","Eastmain, Rivière",27700.0,52.1973267323,-75.9915760634,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=090602","S.O.","S.O.","S.O.",1959,1980,""
"090603","-","Rapin","Débit","à 1,1 km de la rivière Eastmain","Rapin, ruisseau",85.5,52.3417773607,-77.0916239543,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=090603","S.O.","S.O.","S.O.",1959,1972,""
"090605","-","À l'Eau Claire","Débit","à 1,6 km de la rivière Eastmain","Eau Claire, Rivière à l'",1870.0,52.2156601301,-75.8771268298,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=090605","S.O.","S.O.","S.O.",1961,1981,""
"090606","-","Giard","Débit","à la sortie du lac Menouow","Giard, Rivière",1970.0,52.7706729725,-76.1599125331,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=090606","S.O.","S.O.","S.O.",1960,1976,""
"090607","-","Gipouloux","Débit","à 3,5 km en aval du lac Ell","Gipouloux, Rivière",3390.0,52.6523373965,-76.1857474547,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=090607","S.O.","S.O.","S.O.",1960,1980,""
"090609","-","Opinaca","Débit","à 16,1 km en amont de la Giard","Opinaca, Rivière",3700.0,52.7223391209,-75.9940697004,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=090609","S.O.","S.O.","S.O.",1959,1976,""
"090610","-","Eastmain","Débit","à 17,4 km en amont de la Cauouatstacau","Eastmain, Rivière",11600.0,52.0264867651,-73.3600753307,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=090610","S.O.","S.O.","S.O.",1966,1983,""
"090613","-","Eastmain","Débit et Niveau","à la tête de la gorge Prosper","Eastmain, Rivière",21400.0,52.1712118546,-74.5917967975,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=090613","S.O.","S.O.","S.O.",1979,2004,""
"092701","-","Poutré","Débit","à 2,1 km de la Kanaaupscow","—",154.0,53.7342989592,-76.9477222411,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=092701","S.O.","S.O.","S.O.",1960,1972,""
"092702","-","La Grande Rivière","Débit","à 8,0 km en aval de la rivière Sakami","Grande Rivière, La",74100.0,53.6820765807,-76.789665697,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=092702","S.O.","S.O.","S.O.",1960,1969,""
"092703","-","La Grande Rivière","Débit","à 9,5 km en amont de la rivière de Pontois","Grande Rivière, La",37000.0,53.6279018501,-74.5270624311,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=092703","S.O.","S.O.","S.O.",1960,1981,""
"092704","-","La Grande Rivière","Débit","à 3,2 km en aval de l'Achazi","Grande Rivière, La",96600.0,53.7301380909,-78.5730834939,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=092704","S.O.","S.O.","S.O.",1960,1978,""
"092706","-","Kanaaupscow","Débit","à 3,9 km en amont du ruisseau Poutre","Kanaaupscow, Rivière",18600.0,53.7565198579,-76.9771628058,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=092706","S.O.","S.O.","S.O.",1961,1978,""
"092707","-","Sakami","Débit","à 2,3 km de La Grande Rivière","Sakami, Rivière",10900.0,53.654574291,-76.6432706026,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=092707","S.O.","S.O.","S.O.",1960,1978,""
"092708","-","De Pontois","Débit","à 4,5 km de La Grande Rivière","De Pontois, Rivière",19100.0,53.62067656,-74.7048382482,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=092708","S.O.","S.O.","S.O.",1960,1981,""
"092709","-","Sakami","Débit","à 29,1 km en amont du lac Sakami","Sakami, Rivière",1860.0,53.4362336881,-76.1912963294,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=092709","S.O.","S.O.","S.O.",1960,1976,""
"092711","-","De Pontois","Débit","à 2,6 km en aval de la Sakami","De Pontois, Rivière",13800.0,53.2845606509,-74.74734563,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=092711","S.O.","S.O.","S.O.",1960,1976,""
"092715","-","De Pontois","Débit et Niveau","à 24,3 km en amont de la rivière Sakami","De Pontois, Rivière",13200.0,53.1676154668,-74.472617711,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=092715","S.O.","S.O.","S.O.",1960,1993,""
"092716","-","Lac Nichicun","Niveau","au poste du ministère fédéral des transports","Nichicun, Lac",5720.0,53.2012139079,-70.8993926906,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=092716","S.O.","S.O.","S.O.",1950,1983,""
"092717","-","Laforge","Débit","à 6,9 km de La Grande Rivière","Laforge, Rivière",10200.0,53.9362373428,-73.4683860317,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=092717","S.O.","S.O.","S.O.",1965,1982,""
"092718","-","De Pontois","Débit","sur le chenal Masta","De Pontois, Rivière",13800.0,53.2526166134,-74.6287362955,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=092718","S.O.","S.O.","S.O.",1966,1975,""
"092719","-","Sakami","Débit","à 2,4 km en aval de la rivière de Pontois","Sakami, Rivière",13800.0,53.2581719115,-74.7937384078,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=092719","S.O.","S.O.","S.O.",1966,1975,""
"092723","-","Kanaaupscow","Débit","à 24,5 km en amont de la Griault","Kanaaupscow, Rivière",9320.0,54.2451355647,-76.1676728676,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=092723","S.O.","S.O.","S.O.",1979,1993,""
"092729","-","René-Lévesque","Débit","à 4,0 km en amont de la décharge du lac Chastrier","René-Lévesque, Rivière",20300.0,53.991773705599996,-69.0798606481,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=092729","S.O.","S.O.","S.O.",1982,1993,"092729, 103714"
"093301","-","Roggan","Débit","à 8,2 km de l'embouchure","Roggan, Rivière",9560.0,54.4232022968,-79.3458781944,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=093301","S.O.","S.O.","S.O.",1973,1982,"093302, 093301"
"093302","-","Anistuwach","Débit","à la sortie du lac Pistinikw","Anistuwach, Rivière",4370.0,54.4151457246,-78.8030742649,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=093302","S.O.","S.O.","S.O.",1981,1993,"093302, 093301"
"030220","-","Massawippi","Débit","à 1,6 km en aval du lac Massawippi","Massawippi, Rivière",610.0,45.2843333333,-71.9627222222,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030220","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030220","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030220","S.O.",1952,"",""
"093803","-","Grande riviere de la Baleine","Débit","à 14,0 km de l'embouchure","Baleine, Grande rivière de la",43200.0,55.2862748782,-77.586904997,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=093803","S.O.","S.O.","S.O.",1958,1970,""
"093804","-","Denys","Débit","à 26,9 km de la Grande Riviere de la Baleine","Denys, Rivière",4660.0,55.0084865335,-77.063542806,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=093804","S.O.","S.O.","S.O.",1960,1993,""
"093806","-","Grande riviere de la Baleine","Débit","à 13 km en aval du lac Bienville","Baleine, Grande rivière de la",21000.0,54.8493079031,-73.9831216318,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=093806","S.O.","S.O.","S.O.",1962,1993,""
"093807","-","Grande rivière de la Baleine","Niveau","au lac Bienville","Baleine, Grande rivière de la",20236.0,55.0334760753,-73.3661426017,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=093807","S.O.","S.O.","S.O.",1962,1993,""
"093808","-","Grande riviere de la Baleine","Débit","à la sortie du lac Magne","Baleine, Grande rivière de la",7720.0,55.2601377109,-71.2032591754,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=093808","S.O.","S.O.","S.O.",1972,1983,""
"094201","-","Boutin","Débit","à 18,5 km en aval du chenal Quenet","Boutin, Rivière",1390.0,55.7593306285,-75.8315325548,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=094201","S.O.","S.O.","S.O.",1962,1982,""
"094202","-","Petite rivière de la Baleine","Débit","sur le chenal Ancel","Baleine, Petite rivière de la",141.0,55.6909894292,-74.1114420092,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=094202","S.O.","S.O.","S.O.",1964,1969,""
"094204","-","Boutin","Débit","à 11,1 km en amont du chenal Quenet","Boutin, Rivière",1220.0,55.6948832477,-75.5042948462,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=094204","S.O.","S.O.","S.O.",1963,1982,""
"094206","-","Petite rivière de la Baleine","Débit","à 6,8 km en amont du chenal Ancel","Baleine, Petite rivière de la",10400.0,55.684324121,-74.3395089607,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=094206","S.O.","S.O.","S.O.",1963,2003,""
"094207","-","Boutin","Débit","à la sortie des lacs Mollet","Boutin, Rivière",10400.0,55.5798779735,-74.5217427387,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=094207","S.O.","S.O.","S.O.",1966,2002,""
"094501","-","À l'Eau Clair","Débit","à 33,5 km en amont du lac Guillaume-Delisle","Eau Claire, Rivière à l'",4560.0,56.1880555556,-75.5397222222,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=094501","S.O.","S.O.","S.O.",1974,1977,""
"094502","-","À l'Eau Clair","Débit","à la sortie du lac à l'Eau Claire","Eau Claire, Rivière à l'",3830.0,56.1696104384,-74.3878416153,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=094502","S.O.","S.O.","S.O.",1977,1993,""
"094701","-","Du Nord","Débit","à 10,5 km de l'embouchure","Nord, Rivière du",1410.0,56.5346254714,-76.2137600943,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=094701","S.O.","S.O.","S.O.",1978,1993,""
"095001","-","Nastapoca","Débit","à la sortie des lacs Saindon","Nastapoka, Rivière",10400.0,55.7757101622,-73.4202952274,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=095001","S.O.","S.O.","S.O.",1975,1982,""
"095002","-","Nastapoca","Débit","à 29,0 km de l'embouchure","Nastapoka, Rivière",12500.0,56.8613010454,-76.2079245861,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=095002","S.O.","S.O.","S.O.",1974,1993,""
"022505","-","Fourchue","Débit","à 0,2 km en aval du barrage Morin","Fourchue, Rivière",267.0,47.650945272,-69.5121533111,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=022505","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=022505","S.O.","S.O.",1943,"",""
"096101","-","Innuksuac","Débit","à 15,3 km de l'embouchure","Innuksuac, Rivière",11200.0,58.5085657346,-77.9657845864,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=096101","S.O.","S.O.","S.O.",1975,1984,"096102, 096101"
"030206","-","Saint-François","Débit et Niveau","au pont-route 112 à Ascot","Saint-François, Rivière",4128.1,45.448596,-71.7633,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030206","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030206","S.O.","S.O.",1938,"",""
"097001","-","Kogaluc","Débit","à 49,6 km de l'embouchure","Kogaluc, Rivière",11300.0,59.5669286434,-77.2443237097,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=097001","S.O.","S.O.","S.O.",1975,1980,""
"097301","-","Decoumte","Débit","à 24,5 km en amont du lac de Povungnituk","Decoumte, Rivière",13300.0,59.8747113315,-76.599003219,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=097301","S.O.","S.O.","S.O.",1975,1979,""
"097303","-","Lac Qalluviartuuq","Niveau","au lac Qalluviartuuq","Qalluviartuuq, Lac",25.9,59.5752450503,-74.6105719345,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=097303","S.O.","S.O.","S.O.",1975,1979,""
"102004","-","Hamelin","Débit","à 2,3 km de l'Arnaud","Hamelin, Rivière",4120.0,60.0002326694,-71.7492892333,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=102004","S.O.","S.O.","S.O.",1962,1980,"102018, 102004"
